Élément statistique;1er niveau de détail;Temps;Unité de mesure;Valeur numérique;Note
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Marchands de matériaux de construction et de matériel et fournitures de jardinage ÉU (444);nov-21;M$ enchaînés de 2012;2017.7;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'alimentation ÉU (445);janv-17;M$ enchaînés de 2012;4147.1;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'alimentation ÉU (445);févr-17;M$ enchaînés de 2012;4102.1;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'alimentation ÉU (445);mars-17;M$ enchaînés de 2012;3955.2;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'alimentation ÉU (445);avr-17;M$ enchaînés de 2012;4026.2;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'alimentation ÉU (445);mai-17;M$ enchaînés de 2012;4054.7;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'alimentation ÉU (445);juin-17;M$ enchaînés de 2012;3960.3;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'alimentation ÉU (445);juil-17;M$ enchaînés de 2012;3885.6;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'alimentation ÉU (445);août-17;M$ enchaînés de 2012;3877.5;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'alimentation ÉU (445);sept-17;M$ enchaînés de 2012;3846.9;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'alimentation ÉU (445);oct-17;M$ enchaînés de 2012;3886.1;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'alimentation ÉU (445);nov-17;M$ enchaînés de 2012;3895.3;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'alimentation ÉU (445);déc-17;M$ enchaînés de 2012;3999.3;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'alimentation ÉU (445);janv-18;M$ enchaînés de 2012;4047.8;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'alimentation ÉU (445);févr-18;M$ enchaînés de 2012;3981.2;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'alimentation ÉU (445);mars-18;M$ enchaînés de 2012;3959.4;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'alimentation ÉU (445);avr-18;M$ enchaînés de 2012;3976.6;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'alimentation ÉU (445);mai-18;M$ enchaînés de 2012;4039.1;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'alimentation ÉU (445);juin-18;M$ enchaînés de 2012;3990.2;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'alimentation ÉU (445);juil-18;M$ enchaînés de 2012;4194.1;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'alimentation ÉU (445);août-18;M$ enchaînés de 2012;4228.2;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'alimentation ÉU (445);sept-18;M$ enchaînés de 2012;4102.9;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'alimentation ÉU (445);oct-18;M$ enchaînés de 2012;4089;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'alimentation ÉU (445);nov-18;M$ enchaînés de 2012;4038.6;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'alimentation ÉU (445);déc-18;M$ enchaînés de 2012;4099.2;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'alimentation ÉU (445);janv-19;M$ enchaînés de 2012;4171.2;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'alimentation ÉU (445);févr-19;M$ enchaînés de 2012;4261.1;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'alimentation ÉU (445);mars-19;M$ enchaînés de 2012;4259.7;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'alimentation ÉU (445);avr-19;M$ enchaînés de 2012;4193.6;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'alimentation ÉU (445);mai-19;M$ enchaînés de 2012;4012.3;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'alimentation ÉU (445);juin-19;M$ enchaînés de 2012;4115.5;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'alimentation ÉU (445);juil-19;M$ enchaînés de 2012;4230.4;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'alimentation ÉU (445);août-19;M$ enchaînés de 2012;4212.7;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'alimentation ÉU (445);sept-19;M$ enchaînés de 2012;4263.7;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'alimentation ÉU (445);oct-19;M$ enchaînés de 2012;4208.4;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'alimentation ÉU (445);nov-19;M$ enchaînés de 2012;4231.4;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'alimentation ÉU (445);déc-19;M$ enchaînés de 2012;4243.5;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'alimentation ÉU (445);janv-20;M$ enchaînés de 2012;4349.7;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'alimentation ÉU (445);févr-20;M$ enchaînés de 2012;4227;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'alimentation ÉU (445);mars-20;M$ enchaînés de 2012;4494.6;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'alimentation ÉU (445);avr-20;M$ enchaînés de 2012;4094.5;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'alimentation ÉU (445);mai-20;M$ enchaînés de 2012;4196.9;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'alimentation ÉU (445);juin-20;M$ enchaînés de 2012;4293.1;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'alimentation ÉU (445);juil-20;M$ enchaînés de 2012;4268.4;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'alimentation ÉU (445);août-20;M$ enchaînés de 2012;4343.7;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'alimentation ÉU (445);sept-20;M$ enchaînés de 2012;4384.6;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'alimentation ÉU (445);oct-20;M$ enchaînés de 2012;4337.1;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'alimentation ÉU (445);nov-20;M$ enchaînés de 2012;4477.1;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'alimentation ÉU (445);déc-20;M$ enchaînés de 2012;4628.9;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'alimentation ÉU (445);janv-21;M$ enchaînés de 2012;4912;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'alimentation ÉU (445);févr-21;M$ enchaînés de 2012;4471.3;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'alimentation ÉU (445);mars-21;M$ enchaînés de 2012;4389.4;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'alimentation ÉU (445);avr-21;M$ enchaînés de 2012;4450;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'alimentation ÉU (445);mai-21;M$ enchaînés de 2012;4479.2;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'alimentation ÉU (445);juin-21;M$ enchaînés de 2012;4383.8;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'alimentation ÉU (445);juil-21;M$ enchaînés de 2012;4239.7;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'alimentation ÉU (445);août-21;M$ enchaînés de 2012;4332.3;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'alimentation ÉU (445);sept-21;M$ enchaînés de 2012;4451.2;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'alimentation ÉU (445);oct-21;M$ enchaînés de 2012;4352.5;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'alimentation ÉU (445);nov-21;M$ enchaînés de 2012;4372.3;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de produits de santé et de soins personnels ÉU (446);janv-17;M$ enchaînés de 2012;3010.4;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de produits de santé et de soins personnels ÉU (446);févr-17;M$ enchaînés de 2012;2887.5;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de produits de santé et de soins personnels ÉU (446);mars-17;M$ enchaînés de 2012;2821;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de produits de santé et de soins personnels ÉU (446);avr-17;M$ enchaînés de 2012;2869.2;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de produits de santé et de soins personnels ÉU (446);mai-17;M$ enchaînés de 2012;2847.9;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de produits de santé et de soins personnels ÉU (446);juin-17;M$ enchaînés de 2012;2859.5;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de produits de santé et de soins personnels ÉU (446);juil-17;M$ enchaînés de 2012;2862.7;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de produits de santé et de soins personnels ÉU (446);août-17;M$ enchaînés de 2012;2815.4;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de produits de santé et de soins personnels ÉU (446);sept-17;M$ enchaînés de 2012;2808.2;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de produits de santé et de soins personnels ÉU (446);oct-17;M$ enchaînés de 2012;2832.9;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de produits de santé et de soins personnels ÉU (446);nov-17;M$ enchaînés de 2012;2888.5;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de produits de santé et de soins personnels ÉU (446);déc-17;M$ enchaînés de 2012;2717.2;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de produits de santé et de soins personnels ÉU (446);janv-18;M$ enchaînés de 2012;2823.6;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de produits de santé et de soins personnels ÉU (446);févr-18;M$ enchaînés de 2012;2838;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de produits de santé et de soins personnels ÉU (446);mars-18;M$ enchaînés de 2012;2968.7;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de produits de santé et de soins personnels ÉU (446);avr-18;M$ enchaînés de 2012;2793.6;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de produits de santé et de soins personnels ÉU (446);mai-18;M$ enchaînés de 2012;3177.8;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de produits de santé et de soins personnels ÉU (446);juin-18;M$ enchaînés de 2012;3163;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de produits de santé et de soins personnels ÉU (446);juil-18;M$ enchaînés de 2012;2864.7;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de produits de santé et de soins personnels ÉU (446);août-18;M$ enchaînés de 2012;2919.6;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de produits de santé et de soins personnels ÉU (446);sept-18;M$ enchaînés de 2012;3128.1;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de produits de santé et de soins personnels ÉU (446);oct-18;M$ enchaînés de 2012;3044.1;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de produits de santé et de soins personnels ÉU (446);nov-18;M$ enchaînés de 2012;3072.8;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de produits de santé et de soins personnels ÉU (446);déc-18;M$ enchaînés de 2012;2948;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de produits de santé et de soins personnels ÉU (446);janv-19;M$ enchaînés de 2012;2869.7;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de produits de santé et de soins personnels ÉU (446);févr-19;M$ enchaînés de 2012;2902.3;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de produits de santé et de soins personnels ÉU (446);mars-19;M$ enchaînés de 2012;2929.5;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de produits de santé et de soins personnels ÉU (446);avr-19;M$ enchaînés de 2012;2865.6;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de produits de santé et de soins personnels ÉU (446);mai-19;M$ enchaînés de 2012;2900.3;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de produits de santé et de soins personnels ÉU (446);juin-19;M$ enchaînés de 2012;2708.2;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de produits de santé et de soins personnels ÉU (446);juil-19;M$ enchaînés de 2012;2787.7;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de produits de santé et de soins personnels ÉU (446);août-19;M$ enchaînés de 2012;2772.1;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de produits de santé et de soins personnels ÉU (446);sept-19;M$ enchaînés de 2012;2820.8;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de produits de santé et de soins personnels ÉU (446);oct-19;M$ enchaînés de 2012;2666.6;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de produits de santé et de soins personnels ÉU (446);nov-19;M$ enchaînés de 2012;2481.6;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de produits de santé et de soins personnels ÉU (446);déc-19;M$ enchaînés de 2012;2901.4;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de produits de santé et de soins personnels ÉU (446);janv-20;M$ enchaînés de 2012;2803.3;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de produits de santé et de soins personnels ÉU (446);févr-20;M$ enchaînés de 2012;2795.8;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de produits de santé et de soins personnels ÉU (446);mars-20;M$ enchaînés de 2012;2628.7;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de produits de santé et de soins personnels ÉU (446);avr-20;M$ enchaînés de 2012;2444.2;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de produits de santé et de soins personnels ÉU (446);mai-20;M$ enchaînés de 2012;2544.2;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de produits de santé et de soins personnels ÉU (446);juin-20;M$ enchaînés de 2012;2782.1;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de produits de santé et de soins personnels ÉU (446);juil-20;M$ enchaînés de 2012;2942.9;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de produits de santé et de soins personnels ÉU (446);août-20;M$ enchaînés de 2012;2926.4;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de produits de santé et de soins personnels ÉU (446);sept-20;M$ enchaînés de 2012;3008.7;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de produits de santé et de soins personnels ÉU (446);oct-20;M$ enchaînés de 2012;3520.9;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de produits de santé et de soins personnels ÉU (446);nov-20;M$ enchaînés de 2012;3075.8;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de produits de santé et de soins personnels ÉU (446);déc-20;M$ enchaînés de 2012;3138.6;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de produits de santé et de soins personnels ÉU (446);janv-21;M$ enchaînés de 2012;3293.8;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de produits de santé et de soins personnels ÉU (446);févr-21;M$ enchaînés de 2012;3097.8;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de produits de santé et de soins personnels ÉU (446);mars-21;M$ enchaînés de 2012;2915.3;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de produits de santé et de soins personnels ÉU (446);avr-21;M$ enchaînés de 2012;2924.7;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de produits de santé et de soins personnels ÉU (446);mai-21;M$ enchaînés de 2012;3005.3;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de produits de santé et de soins personnels ÉU (446);juin-21;M$ enchaînés de 2012;3072.4;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de produits de santé et de soins personnels ÉU (446);juil-21;M$ enchaînés de 2012;3071.5;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de produits de santé et de soins personnels ÉU (446);août-21;M$ enchaînés de 2012;3175;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de produits de santé et de soins personnels ÉU (446);sept-21;M$ enchaînés de 2012;3158.3;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de produits de santé et de soins personnels ÉU (446);oct-21;M$ enchaînés de 2012;3117.3;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de produits de santé et de soins personnels ÉU (446);nov-21;M$ enchaînés de 2012;3075.9;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Stations-service ÉU (447);janv-17;M$ enchaînés de 2012;1084.3;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Stations-service ÉU (447);févr-17;M$ enchaînés de 2012;1094.7;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Stations-service ÉU (447);mars-17;M$ enchaînés de 2012;1109.6;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Stations-service ÉU (447);avr-17;M$ enchaînés de 2012;1069.3;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Stations-service ÉU (447);mai-17;M$ enchaînés de 2012;1127.9;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Stations-service ÉU (447);juin-17;M$ enchaînés de 2012;1172.6;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Stations-service ÉU (447);juil-17;M$ enchaînés de 2012;1143.9;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Stations-service ÉU (447);août-17;M$ enchaînés de 2012;1201.2;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Stations-service ÉU (447);sept-17;M$ enchaînés de 2012;1195.7;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Stations-service ÉU (447);oct-17;M$ enchaînés de 2012;1217.8;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Stations-service ÉU (447);nov-17;M$ enchaînés de 2012;1240.6;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Stations-service ÉU (447);déc-17;M$ enchaînés de 2012;1333.2;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Stations-service ÉU (447);janv-18;M$ enchaînés de 2012;1266.7;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Stations-service ÉU (447);févr-18;M$ enchaînés de 2012;1216.2;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Stations-service ÉU (447);mars-18;M$ enchaînés de 2012;1159.9;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Stations-service ÉU (447);avr-18;M$ enchaînés de 2012;1164.4;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Stations-service ÉU (447);mai-18;M$ enchaînés de 2012;1191.5;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Stations-service ÉU (447);juin-18;M$ enchaînés de 2012;1192.4;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Stations-service ÉU (447);juil-18;M$ enchaînés de 2012;1213.9;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Stations-service ÉU (447);août-18;M$ enchaînés de 2012;1172.4;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Stations-service ÉU (447);sept-18;M$ enchaînés de 2012;1196.1;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Stations-service ÉU (447);oct-18;M$ enchaînés de 2012;1220;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Stations-service ÉU (447);nov-18;M$ enchaînés de 2012;1123.3;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Stations-service ÉU (447);déc-18;M$ enchaînés de 2012;1122.5;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Stations-service ÉU (447);janv-19;M$ enchaînés de 2012;1192.5;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Stations-service ÉU (447);févr-19;M$ enchaînés de 2012;1180.9;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Stations-service ÉU (447);mars-19;M$ enchaînés de 2012;1156.7;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Stations-service ÉU (447);avr-19;M$ enchaînés de 2012;1083.7;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Stations-service ÉU (447);mai-19;M$ enchaînés de 2012;1111.1;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Stations-service ÉU (447);juin-19;M$ enchaînés de 2012;1151.9;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Stations-service ÉU (447);juil-19;M$ enchaînés de 2012;1163.3;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Stations-service ÉU (447);août-19;M$ enchaînés de 2012;1171;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Stations-service ÉU (447);sept-19;M$ enchaînés de 2012;1134.7;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Stations-service ÉU (447);oct-19;M$ enchaînés de 2012;1146.8;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Stations-service ÉU (447);nov-19;M$ enchaînés de 2012;1175.5;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Stations-service ÉU (447);déc-19;M$ enchaînés de 2012;1134.5;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Stations-service ÉU (447);janv-20;M$ enchaînés de 2012;1168.2;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Stations-service ÉU (447);févr-20;M$ enchaînés de 2012;1122.2;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Stations-service ÉU (447);mars-20;M$ enchaînés de 2012;1069.2;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Stations-service ÉU (447);avr-20;M$ enchaînés de 2012;736.7;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Stations-service ÉU (447);mai-20;M$ enchaînés de 2012;927.7;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Stations-service ÉU (447);juin-20;M$ enchaînés de 2012;1063.9;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Stations-service ÉU (447);juil-20;M$ enchaînés de 2012;1061.4;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Stations-service ÉU (447);août-20;M$ enchaînés de 2012;1090.1;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Stations-service ÉU (447);sept-20;M$ enchaînés de 2012;1088.4;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Stations-service ÉU (447);oct-20;M$ enchaînés de 2012;1080.5;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Stations-service ÉU (447);nov-20;M$ enchaînés de 2012;1056.4;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Stations-service ÉU (447);déc-20;M$ enchaînés de 2012;1046.6;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Stations-service ÉU (447);janv-21;M$ enchaînés de 2012;1037.7;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Stations-service ÉU (447);févr-21;M$ enchaînés de 2012;1043.7;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Stations-service ÉU (447);mars-21;M$ enchaînés de 2012;1017.3;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Stations-service ÉU (447);avr-21;M$ enchaînés de 2012;1067.7;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Stations-service ÉU (447);mai-21;M$ enchaînés de 2012;1118.8;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Stations-service ÉU (447);juin-21;M$ enchaînés de 2012;1268.1;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Stations-service ÉU (447);juil-21;M$ enchaînés de 2012;1228.7;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Stations-service ÉU (447);août-21;M$ enchaînés de 2012;1246.4;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Stations-service ÉU (447);sept-21;M$ enchaînés de 2012;1166;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Stations-service ÉU (447);oct-21;M$ enchaînés de 2012;1073.6;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Stations-service ÉU (447);nov-21;M$ enchaînés de 2012;1126.1;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de vêtements et d'accessoires vestimentaires ÉU (448);janv-17;M$ enchaînés de 2012;1950.2;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de vêtements et d'accessoires vestimentaires ÉU (448);févr-17;M$ enchaînés de 2012;1915.5;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de vêtements et d'accessoires vestimentaires ÉU (448);mars-17;M$ enchaînés de 2012;1808.4;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de vêtements et d'accessoires vestimentaires ÉU (448);avr-17;M$ enchaînés de 2012;2033.9;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de vêtements et d'accessoires vestimentaires ÉU (448);mai-17;M$ enchaînés de 2012;1925.6;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de vêtements et d'accessoires vestimentaires ÉU (448);juin-17;M$ enchaînés de 2012;1987.3;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de vêtements et d'accessoires vestimentaires ÉU (448);juil-17;M$ enchaînés de 2012;1982.9;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de vêtements et d'accessoires vestimentaires ÉU (448);août-17;M$ enchaînés de 2012;1922;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de vêtements et d'accessoires vestimentaires ÉU (448);sept-17;M$ enchaînés de 2012;1894.3;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de vêtements et d'accessoires vestimentaires ÉU (448);oct-17;M$ enchaînés de 2012;1976.5;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de vêtements et d'accessoires vestimentaires ÉU (448);nov-17;M$ enchaînés de 2012;2108;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de vêtements et d'accessoires vestimentaires ÉU (448);déc-17;M$ enchaînés de 2012;1877.4;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de vêtements et d'accessoires vestimentaires ÉU (448);janv-18;M$ enchaînés de 2012;1940.8;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de vêtements et d'accessoires vestimentaires ÉU (448);févr-18;M$ enchaînés de 2012;1954.3;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de vêtements et d'accessoires vestimentaires ÉU (448);mars-18;M$ enchaînés de 2012;2013.6;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de vêtements et d'accessoires vestimentaires ÉU (448);avr-18;M$ enchaînés de 2012;1955.9;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de vêtements et d'accessoires vestimentaires ÉU (448);mai-18;M$ enchaînés de 2012;1991.2;
